id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
152539391498264576,152539231351357440,2011-12-29 18:59:59 EST,2011-12-29,18:59:59,-500,444843352,laraatkins2,lara atkins,,@richarddechavez guess what! on faceobok they're giving out new ipad 2's for the holidays! take a look extrachristmas .com,en,[],[],[],0,0,0,[],[],https://twitter.com/laraatkins2/status/152539391498264576,FALSE,,0,,,,,,,,[],,,,
152539391091412993,152539237995134976,2011-12-29 18:59:59 EST,2011-12-29,18:59:59,-500,445675116,stefanierivera4,stefanie rivera,,@christine_pe wow on faceobok they're sending out sponsored ipad 2's for christmas! go here extrachristmas .com,en,[],[],[],0,0,0,[],[],https://twitter.com/stefanierivera4/status/152539391091412993,FALSE,,0,,,,,,,,[],,,,
152539390537773058,152539225793900544,2011-12-29 18:59:59 EST,2011-12-29,18:59:59,-500,444540186,louellajustice,louella justice,,@DayApollo wow on facbeook they're sending out free ipad 2's for xmas! just look extrachristmas .com,en,[],[],[],0,0,0,[],[],https://twitter.com/louellajustice/status/152539390537773058,FALSE,,0,,,,,,,,[],,,,
152539389879267328,152538571495059456,2011-12-29 18:59:59 EST,2011-12-29,18:59:59,-500,448318253,robyndalton1,robyn dalton,,@juandavidgav wow on fcaebook they are sending out free ipad 2's for the holidays! go here extrachristmas .com,en,[],[],[],0,0,0,[],[],https://twitter.com/robyndalton1/status/152539389879267328,FALSE,,0,,,,,,,,[],,,,
152539386611896321,152539272589746177,2011-12-29 18:59:58 EST,2011-12-29,18:59:58,-500,444659253,madelynmiller3,madelyn miller,,@tonyacarol wow on faecbook they're sending out new ipad 2's for christmas! go here extrachristmas .com,en,[],[],[],0,0,0,[],[],https://twitter.com/madelynmiller3/status/152539386611896321,FALSE,,0,,,,,,,,[],,,,
152539384456028160,152539384456028160,2011-12-29 18:59:57 EST,2011-12-29,18:59:57,-500,163798871,ipodnewstore,Wilson Mathews,,Download Ipad Audio Textbooks – Crucial Reminders  http://t.co/2qTtDPLA,en,[],['http://dlvr.it/12kJ04'],[],0,0,0,[],[],https://twitter.com/IpodNewStore/status/152539384456028160,FALSE,,0,,,,,,,,[],,,,
152539384250499072,152539177135775744,2011-12-29 18:59:57 EST,2011-12-29,18:59:57,-500,444747013,liztownsend1,liz townsend,,@MrGabo hey on facbeook they are sending out sponsored ipad 2's for christmas! go here extrachristmas .com,en,[],[],[],0,0,0,[],[],https://twitter.com/liztownsend1/status/152539384250499072,FALSE,,0,,,,,,,,[],,,,
152539383671693313,152538822914228224,2011-12-29 18:59:57 EST,2011-12-29,18:59:57,-500,445776417,anastasiaodonn2,anastasia odonnell,,@Emj_1983 hey on faceobok they are giving away brand new ipad 2's for the holidays! go here extrachristmas .com,en,[],[],[],0,0,0,[],[],https://twitter.com/anastasiaodonn2/status/152539383671693313,FALSE,,0,,,,,,,,[],,,,
152539383524900864,152539109880119296,2011-12-29 18:59:57 EST,2011-12-29,18:59:57,-500,445712981,jamipatrick1,jami patrick,,@wittywitt23 guess what! on fcaebook they're sending out new ipad 2's for the holidays! just look extrachristmas .com,en,[],[],[],0,0,0,[],[],https://twitter.com/jamipatrick1/status/152539383524900864,FALSE,,0,,,,,,,,[],,,,
152539383436820480,152539103068553216,2011-12-29 18:59:57 EST,2011-12-29,18:59:57,-500,448315384,concepcionsimmo,concepcion simmons,,@johnnbart hey on faecbook they are giving away sponsored ipad 2's for christmas! go here extrachristmas .com,en,[],[],[],0,0,0,[],[],https://twitter.com/concepcionsimmo/status/152539383436820480,FALSE,,0,,,,,,,,[],,,,
152539382681845760,152538829776105472,2011-12-29 18:59:57 EST,2011-12-29,18:59:57,-500,445650500,briannacarlson2,brianna carlson,,@fumipu_0206 wow on facbeook they're sending out free ipad 2's for xmas! take a look extrachristmas .com,en,[],[],[],0,0,0,[],[],https://twitter.com/briannacarlson2/status/152539382681845760,FALSE,,0,,,,,,,,[],,,,
152539382572785664,152539261118316544,2011-12-29 18:59:57 EST,2011-12-29,18:59:57,-500,444763275,tamibecker1,tami becker,,@Lizzy_Tizzy wow on fcaebook they're giving out sponsored ipad 2's for the holidays! go here extrachristmas .com,en,[],[],[],0,0,0,[],[],https://twitter.com/tamibecker1/status/152539382572785664,FALSE,,0,,,,,,,,[],,,,
152539382304342016,152539234308341760,2011-12-29 18:59:57 EST,2011-12-29,18:59:57,-500,445724800,kerrischroeder1,kerri schroeder,,@betthh1312 hey on faceobok they are giving away sponsored ipad 2's for christmas! look here extrachristmas .com,en,[],[],[],0,0,0,[],[],https://twitter.com/kerrischroeder1/status/152539382304342016,FALSE,,0,,,,,,,,[],,,,
152539381922664448,152539242193629184,2011-12-29 18:59:57 EST,2011-12-29,18:59:57,-500,448319471,deniseriley5,denise riley,,@chief_chaguito guess what! on facbeook they're giving out free ipad 2's for xmas! take a look extrachristmas .com,en,[],[],[],0,0,0,[],[],https://twitter.com/deniseriley5/status/152539381922664448,FALSE,,0,,,,,,,,[],,,,
152539381914284032,152538572736569345,2011-12-29 18:59:57 EST,2011-12-29,18:59:57,-500,444761891,theresemontoya,therese montoya,,@WTFMelisah hey on fcaebook they are giving away sponsored ipad 2's for xmas! look here extrachristmas .com,en,[],[],[],0,0,0,[],[],https://twitter.com/theresemontoya/status/152539381914284032,FALSE,,0,,,,,,,,[],,,,
152539381490663424,152539381490663424,2011-12-29 18:59:57 EST,2011-12-29,18:59:57,-500,136151561,m_yamam0t0_bot,矢ダガワ チヨウナン 探偵さ！,,iPadの最大の欠点は、何かをする時に、大き過ぎてすごく大げさな感じになることだ。ヒトがたくさんの場所では意外に恥ずかしい。(自意識過剰なのか？),ja,[],[],[],0,0,0,[],[],https://twitter.com/M_Yamam0t0_bot/status/152539381490663424,FALSE,,0,,,,,,,,[],,,,
152539381314486274,152538689241747456,2011-12-29 18:59:57 EST,2011-12-29,18:59:57,-500,444829575,alishacastro2,alisha castro,,@saylittlelies wow on faceobok they are sending out sponsored ipad 2's for christmas! go here extrachristmas .com,en,[],[],[],0,0,0,[],[],https://twitter.com/alishacastro2/status/152539381314486274,FALSE,,0,,,,,,,,[],,,,
152539381054455809,152538904766058496,2011-12-29 18:59:57 EST,2011-12-29,18:59:57,-500,445691402,brandiedonalds2,brandie donaldson,,@shizzlefredzy guess what! on faceobok they are giving away sponsored ipad 2's for xmas! just look extrachristmas .com,en,[],[],[],0,0,0,[],[],https://twitter.com/brandiedonalds2/status/152539381054455809,FALSE,,0,,,,,,,,[],,,,
152539380320444416,152539265300049920,2011-12-29 18:59:56 EST,2011-12-29,18:59:56,-500,445761872,marisolmatthew2,marisol matthews,,@JarrodSkervin guess what! on facbeook they are giving away new ipad 2's for christmas! look here extrachristmas .com,en,[],[],[],0,0,0,[],[],https://twitter.com/marisolmatthew2/status/152539380320444416,FALSE,,0,,,,,,,,[],,,,
152539379888431104,152539253115600896,2011-12-29 18:59:56 EST,2011-12-29,18:59:56,-500,445762042,angelinawalter,angelina walter,,@ScheuFamilyY wow on fcaebook they're giving out free ipad 2's for the holidays! just look extrachristmas .com,en,[],[],[],0,0,0,[],[],https://twitter.com/angelinawalter/status/152539379888431104,FALSE,,0,,,,,,,,[],,,,
152539377380245504,152539260619194369,2011-12-29 18:59:56 EST,2011-12-29,18:59:56,-500,445765328,elsieknowles2,elsie knowles,,@DJmickmcgaw guess what! on facbeook they're sending out sponsored ipad 2's for christmas! take a look extrachristmas .com,en,[],[],[],0,0,0,[],[],https://twitter.com/elsieknowles2/status/152539377380245504,FALSE,,0,,,,,,,,[],,,,
152539376474275841,152539130579005440,2011-12-29 18:59:56 EST,2011-12-29,18:59:56,-500,444793363,candyburch,candy burch,,@gfarrar10 wow on faceobok they are sending out new ipad 2's for xmas! go here extrachristmas .com,en,[],[],[],0,0,0,[],[],https://twitter.com/candyburch/status/152539376474275841,FALSE,,0,,,,,,,,[],,,,
152539376084205570,152539376084205570,2011-12-29 18:59:55 EST,2011-12-29,18:59:55,-500,60611955,alfiapli,APLI,,Lempar yg lamanya dong. Buat skype doang RT @bengkelgadget: Apple Siap Luncurkan 2 Versi Terbaru iPad Pada Bulan Januari 2012,in,"[{'screen_name': 'bengkelgadget', 'name': 'bengkelgadget apple', 'id': '331020597'}]",[],[],0,0,0,[],[],https://twitter.com/alfiapli/status/152539376084205570,FALSE,,0,,,,,,,,[],,,,
152539375668953088,152539063591780354,2011-12-29 18:59:55 EST,2011-12-29,18:59:55,-500,444452491,tarajennings8,tara jennings,,@cmb429 hey on faecbook they are sending out new ipad 2's for the holidays! just look extrachristmas .com,en,[],[],[],0,0,0,[],[],https://twitter.com/tarajennings8/status/152539375668953088,FALSE,,0,,,,,,,,[],,,,
152539375396339712,152539258811457537,2011-12-29 18:59:55 EST,2011-12-29,18:59:55,-500,444860925,catalinagarner2,catalina garner,,@n_hart hey on fcaebook they're giving out new ipad 2's for the holidays! take a look extrachristmas .com,en,[],[],[],0,0,0,[],[],https://twitter.com/catalinagarner2/status/152539375396339712,FALSE,,0,,,,,,,,[],,,,
152539374884626432,152539262334664704,2011-12-29 18:59:55 EST,2011-12-29,18:59:55,-500,444811362,randicline,randi cline,,@miakoehne wow on faecbook they are giving away new ipad 2's for xmas! look here extrachristmas .com,en,[],[],[],0,0,0,[],[],https://twitter.com/randicline/status/152539374884626432,FALSE,,0,,,,,,,,[],,,,
152539373945094144,152539249726603265,2011-12-29 18:59:55 EST,2011-12-29,18:59:55,-500,448308828,orabooth,ora booth,,@cortizointerior wow on faecbook they're sending out free ipad 2's for xmas! look here extrachristmas .com,en,[],[],[],0,0,0,[],[],https://twitter.com/orabooth/status/152539373945094144,FALSE,,0,,,,,,,,[],,,,
152539373714423810,152538775707324417,2011-12-29 18:59:55 EST,2011-12-29,18:59:55,-500,445744091,beverlyvaldez1,beverly valdez,,@VampireXiao guess what! on faceobok they are giving away sponsored ipad 2's for christmas! look here extrachristmas .com,en,[],[],[],0,0,0,[],[],https://twitter.com/beverlyvaldez1/status/152539373714423810,FALSE,,0,,,,,,,,[],,,,
152539370711298048,152539084269686784,2011-12-29 18:59:54 EST,2011-12-29,18:59:54,-500,445728557,queenbarnes2,queen barnes,,@Br0wn3y3Beauty hey on faecbook they are giving away sponsored ipad 2's for christmas! look here extrachristmas .com,en,[],[],[],0,0,0,[],[],https://twitter.com/queenbarnes2/status/152539370711298048,FALSE,,0,,,,,,,,[],,,,
152539370614824960,152539255590223872,2011-12-29 18:59:54 EST,2011-12-29,18:59:54,-500,445707010,kimberleybyrd,kimberley byrd,,@I_AM_HAITI_509 hey on faecbook they're sending out free ipad 2's for the holidays! go here extrachristmas .com,en,[],[],[],0,0,0,[],[],https://twitter.com/kimberleybyrd/status/152539370614824960,FALSE,,0,,,,,,,,[],,,,
152539370430271490,152539067584745472,2011-12-29 18:59:54 EST,2011-12-29,18:59:54,-500,444560621,kellilevine,kelli levine,,@Carol_Silva_96 guess what! on faecbook they are sending out new ipad 2's for the holidays! take a look extrachristmas .com,en,[],[],[],0,0,0,[],[],https://twitter.com/kellilevine/status/152539370430271490,FALSE,,0,,,,,,,,[],,,,
152539367183880192,152538763162173441,2011-12-29 18:59:53 EST,2011-12-29,18:59:53,-500,445709859,mirandalynch1,miranda lynch,,@Rikidova9 guess what! on faceobok they are sending out brand new ipad 2's for xmas! just look extrachristmas .com,en,[],[],[],0,0,0,[],[],https://twitter.com/mirandalynch1/status/152539367183880192,FALSE,,0,,,,,,,,[],,,,
152539366386962432,152539241832919040,2011-12-29 18:59:53 EST,2011-12-29,18:59:53,-500,448311178,hesterbarker,hester barker,,@peacequaliti guess what! on facbeook they are giving away new ipad 2's for the holidays! go here extrachristmas .com,en,[],[],[],0,0,0,[],[],https://twitter.com/hesterbarker/status/152539366386962432,FALSE,,0,,,,,,,,[],,,,
152539365875261440,152538780274925568,2011-12-29 18:59:53 EST,2011-12-29,18:59:53,-500,445741406,saundrastephens,saundra stephens,,@harrrii hey on faecbook they are sending out new ipad 2's for christmas! take a look extrachristmas .com,en,[],[],[],0,0,0,[],[],https://twitter.com/saundrastephens/status/152539365875261440,FALSE,,0,,,,,,,,[],,,,
152539364809916416,152538603568898051,2011-12-29 18:59:53 EST,2011-12-29,18:59:53,-500,445700550,dorotheamorriso,dorothea morrison,,@NiksJJ hey on fcaebook they are giving away sponsored ipad 2's for christmas! go here extrachristmas .com,en,[],[],[],0,0,0,[],[],https://twitter.com/dorotheamorriso/status/152539364809916416,FALSE,,0,,,,,,,,[],,,,
152539364738596864,152539013411127296,2011-12-29 18:59:53 EST,2011-12-29,18:59:53,-500,444603299,corinafoster,corina foster,,@11_87 wow on faceobok they are sending out new ipad 2's for the holidays! go here extrachristmas .com,en,[],[],[],0,0,0,[],[],https://twitter.com/corinafoster/status/152539364738596864,FALSE,,0,,,,,,,,[],,,,
