id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
549716353846751233,549716353846751233,2014-12-29 18:59:26 EST,2014-12-29,18:59:26,-500,48982240,panjimoro,Panji Asmoro,,"I added a video to a @YouTube playlist  http://t.co/EzENv6zLWl The S.I.G.I.T. ""Money Making"" - SXSW 2009 Music Video",en,"[{'screen_name': 'youtube', 'name': 'youtube', 'id': '10228272'}]",['http://youtu.be/KFzHXVY-rbw?a'],[],0,0,0,[],[],https://twitter.com/panjimoro/status/549716353846751233,FALSE,,0,,,,,,,,[],,,,
549716306036293633,549716306036293633,2014-12-29 18:59:15 EST,2014-12-29,18:59:15,-500,493292359,ilmadik,ILMADIK,,@sxsw #DJs NYE freebie! IL~  Stream:  http://t.co/o1k7ZFjys6  DL:  http://t.co/IsSRWjq129  #Remix #NickJonas #Tinashe #Kue #Jealous,in,[],"['http://hu.lk/sb397mywxiww', 'http://hu.lk/dl/sb397mywxiww']",[],0,0,0,"['djs', 'remix', 'nickjonas', 'tinashe', 'kue', 'jealous']",[],https://twitter.com/ILMADIK/status/549716306036293633,FALSE,,0,,,,,,,,[],,,,
549716297374629888,549716297374629888,2014-12-29 18:59:13 EST,2014-12-29,18:59:13,-500,700387460,soymeii,Ezme Ramirez,,Eby en SXSW (Documental) Primera Parte.:  http://t.co/jxhGlFFo3B vía @YouTube,ro,"[{'screen_name': 'youtube', 'name': 'youtube', 'id': '10228272'}]",['http://youtu.be/UlWCgW5VJd8'],[],0,0,0,[],[],https://twitter.com/soymeii/status/549716297374629888,FALSE,,0,,,,,,,,[],,,,
549715297666490368,549715297666490368,2014-12-29 18:55:14 EST,2014-12-29,18:55:14,-500,48755136,eatweb,Eat Web,,Fort Worth family sues SXSW after son's death - WFAA: WFAA Fort Worth family sues SXSW after son's death WFAA…  http://t.co/qUulFqBU2w,en,[],['http://dlvr.it/7yZ8J7'],[],0,0,0,[],[],https://twitter.com/EatWeb/status/549715297666490368,FALSE,,0,,,,,,,,[],,,,
549715296458534912,549715296458534912,2014-12-29 18:55:14 EST,2014-12-29,18:55:14,-500,48755136,eatweb,Eat Web,,"SXSW suffered, C3 scored: 2014's top stories in Austin's creative industries - Austin Business Journal (blog):…  http://t.co/hUyYM1bjsb",en,[],['http://dlvr.it/7yZFmC'],[],0,0,0,[],[],https://twitter.com/EatWeb/status/549715296458534912,FALSE,,0,,,,,,,,[],,,,
549715295292502016,549715295292502016,2014-12-29 18:55:14 EST,2014-12-29,18:55:14,-500,48755136,eatweb,Eat Web,,North Texas family sues SXSW after son's death - KHOU: North Texas family sues SXSW after son's death KHOU Tatum's…  http://t.co/rdFiWdBEQg,en,[],['http://dlvr.it/7yZB9V'],[],0,0,0,[],[],https://twitter.com/EatWeb/status/549715295292502016,FALSE,,0,,,,,,,,[],,,,
549715294071975937,549715294071975937,2014-12-29 18:55:13 EST,2014-12-29,18:55:13,-500,48755136,eatweb,Eat Web,,"Local SXSW crash victim continues recovering, reacts to lawsuits -  http://t.co/rbiwXnJD9h: Local SXSW crash victim…  http://t.co/1yo7mQUy0J",en,[],"['http://KXAN.com', 'http://dlvr.it/7yZBf0']",[],0,0,0,[],[],https://twitter.com/EatWeb/status/549715294071975937,FALSE,,0,,,,,,,,[],,,,
549715292671062017,549715292671062017,2014-12-29 18:55:13 EST,2014-12-29,18:55:13,-500,48755136,eatweb,Eat Web,,SXSW Lawsuit Recalls 2003 Santa Monica Farmer's Market Tragedy - San Antonio Current (blog):…  http://t.co/17ki3CMAJc,en,[],['http://dlvr.it/7yZFJS'],[],0,0,0,[],[],https://twitter.com/EatWeb/status/549715292671062017,FALSE,,0,,,,,,,,[],,,,
549715291089825792,549715291089825792,2014-12-29 18:55:13 EST,2014-12-29,18:55:13,-500,112798865,buzzwiki,BuzzWiki,,"WFAA Fort Worth family sues SXSW after son's death WFAA Essentially, their lawsuit states that SXSW organizers were…  http://t.co/X9ODPMAUcL",en,[],['http://dlvr.it/7yZDrr'],[],0,0,0,[],[],https://twitter.com/BuzzWiki/status/549715291089825792,FALSE,,0,,,,,,,,[],,,,
549715289995112448,549715289995112448,2014-12-29 18:55:13 EST,2014-12-29,18:55:13,-500,112798865,buzzwiki,BuzzWiki,,"Austin Business Journal (blog) SXSW suffered, C3 scored: 2014's top stories in Austin's creative industries Austin…  http://t.co/dIT7gHxqBo",en,[],['http://dlvr.it/7yZCGb'],[],0,0,0,[],[],https://twitter.com/BuzzWiki/status/549715289995112448,FALSE,,0,,,,,,,,[],,,,
549715288703254528,549715288703254528,2014-12-29 18:55:12 EST,2014-12-29,18:55:12,-500,112798865,buzzwiki,BuzzWiki,,North Texas family sues SXSW after son's death KHOU Tatum's parents have been fighting for justice ever since…  http://t.co/fFKVvJkgFR,en,[],['http://dlvr.it/7yZGgg'],[],0,0,0,[],[],https://twitter.com/BuzzWiki/status/549715288703254528,FALSE,,0,,,,,,,,[],,,,
549715287566606336,549715287566606336,2014-12-29 18:55:12 EST,2014-12-29,18:55:12,-500,112798865,buzzwiki,BuzzWiki,,"Local SXSW crash victim continues recovering, reacts to lawsuits  http://t.co/9IS236NQyW AUSTIN (KXAN) — Last week…  http://t.co/oLFuM05OCG",en,[],"['http://KXAN.com', 'http://dlvr.it/7yZ7gS']",[],0,0,0,[],[],https://twitter.com/BuzzWiki/status/549715287566606336,FALSE,,0,,,,,,,,[],,,,
549715286421540864,549715286421540864,2014-12-29 18:55:12 EST,2014-12-29,18:55:12,-500,112798865,buzzwiki,BuzzWiki,,http://t.co/9IS236NQyW SXSW Lawsuit Recalls 2003 Santa Monica Farmer's Market Tragedy San Antonio Current (blog)…  http://t.co/jznlfWAYuR,en,[],"['http://KXAN.com', 'http://dlvr.it/7yZ8zR']",[],0,0,0,[],[],https://twitter.com/BuzzWiki/status/549715286421540864,FALSE,,0,,,,,,,,[],,,,
549715285230362624,549715285230362624,2014-12-29 18:55:11 EST,2014-12-29,18:55:11,-500,254216022,george_b95,GeorgeCross,,"Me gustó un video de @YouTube  http://t.co/lpEyeEkMIf Macklemore - ""Thrift Shop"" (Live at Perez Hilton's SXSW 2013 Party)""",en,"[{'screen_name': 'youtube', 'name': 'youtube', 'id': '10228272'}]",['http://youtu.be/8OL5uxXlOEI?a'],[],0,0,0,[],[],https://twitter.com/George_B95/status/549715285230362624,FALSE,,0,,,,,,,,[],,,,
549715268037931010,549715268037931010,2014-12-29 18:55:07 EST,2014-12-29,18:55:07,-500,263800084,sxsw_topnews,SXSW TOP NEWS,,Fort Worth family sues SXSW after son's death - WFAA  http://t.co/Du69AkA5By,en,[],['http://dlvr.it/7yZ7cn'],[],0,0,0,[],[],https://twitter.com/SXSW_TopNews/status/549715268037931010,FALSE,,0,,,,,,,,[],,,,
