id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1079162337423253505,1079135465263947777,2018-12-29 18:48:45 EST,2018-12-29,18:48:45,-500,30959746,marshmau5,marshall weber,,@mollylambert Nightcall SXSW?,en,[],[],[],0,0,0,[],[],https://twitter.com/marshmau5/status/1079162337423253505,FALSE,,0,,,,,,,,"[{'screen_name': 'mollylambert', 'name': 'Molly Lambert \U0001f994', 'id': '136220221'}]",,,,
1079160720187686912,1079160720187686912,2018-12-29 18:42:20 EST,2018-12-29,18:42:20,-500,519100608,bcrhiphopmag,BCR HipHop magazine,,Models wanted for SXSW day party in Austin.    Tag a Model,en,[],[],[],0,0,0,[],[],https://twitter.com/bcrhiphopmag/status/1079160720187686912,FALSE,,0,,,,,,,,[],,,,
1079159380321488897,1079159380321488897,2018-12-29 18:37:00 EST,2018-12-29,18:37:00,-500,861358710949466112,exp_civics,Experimental Civics,,Thanks to everyone for an amazing year! @UTexasMcCombs @US_Ignite @UTWEP @perkinsvision @Microsoft @digi_city @atxgo @sxsw @makerfaire @ATXMakerFaire  https://t.co/mQijrvv429,en,"[{'screen_name': 'utexasmccombs', 'name': 'texas mccombs', 'id': '16031509'}, {'screen_name': 'us_ignite', 'name': 'us ignite', 'id': '415647691'}, {'screen_name': 'utwep', 'name': 'wep - ut austin', 'id': '156649929'}, {'screen_name': 'perkinsvision', 'name': 'perkins school for the blind', 'id': '2447434460'}, {'screen_name': 'microsoft', 'name': 'microsoft', 'id': '74286565'}, {'screen_name': 'digi_city', 'name': 'digicity', 'id': '740987327674081282'}, {'screen_name': 'atxgo', 'name': 'austingo2.0', 'id': '58627132'}, {'screen_name': 'sxsw', 'name': 'sxsw', 'id': '784304'}, {'screen_name': 'makerfaire', 'name': 'maker faire', 'id': '1578141'}, {'screen_name': 'atxmakerfaire', 'name': 'makerfaireaustin', 'id': '475425054'}]",[],[],0,0,2,[],[],https://twitter.com/Exp_Civics/status/1079159380321488897,FALSE,,1,https://pbs.twimg.com/ext_tw_video_thumb/1079157495317164032/pu/img/XfLLLJ4rRtwmFP1z.jpg,,,,,,,[],,,,
1079158089167835137,1079153628550778883,2018-12-29 18:31:52 EST,2018-12-29,18:31:52,-500,216894768,haiko_vxl,𝐇𝐚𝐢𝐤𝐨 🌎,,@markjosephson @MIAFestival @GovBallNYC @coachella @EDC_LasVegas @lollapalooza @sxsw @Bitly Hahha hopefully very soon!🤞🏽 Speaking of company offsites... going to be promoting this when everyone gets back 😎  https://t.co/G8XJxrlBDz,en,[],[],['https://pbs.twimg.com/media/Dvnwjw_UcAE8URy.jpg'],0,0,1,[],[],https://twitter.com/Haiko_vxl/status/1079158089167835137,FALSE,,1,https://pbs.twimg.com/media/Dvnwjw_UcAE8URy.jpg,,,,,,,"[{'screen_name': 'markjosephson', 'name': 'Mark Josephson', 'id': '10109182'}, {'screen_name': 'MIAFestival', 'name': 'Made In America Festival', 'id': '562254582'}, {'screen_name': 'GovBallNYC', 'name': 'The Governors Ball', 'id': '241426680'}, {'screen_name': 'coachella', 'name': 'Coachella', 'id': '688583'}, {'screen_name': 'EDC_LasVegas', 'name': 'EDC Las Vegas', 'id': '300982287'}, {'screen_name': 'lollapalooza', 'name': 'Lollapalooza', 'id': '15429316'}, {'screen_name': 'sxsw', 'name': 'SXSW', 'id': '784304'}, {'screen_name': 'Bitly', 'name': 'Bitly', 'id': '15234886'}]",,,,
1079157843838812161,1079157843838812161,2018-12-29 18:30:54 EST,2018-12-29,18:30:54,-500,1109506195,onthesceneny,On The Scene NY,,New SXSW Experience Check Us Out As We Capture D Chamberz Performances  https://t.co/BKXbIwbCUr,en,[],['http://www.onthesceneny.com/music/video-d-chamberz-and-friends-plus-interview-with-onthesceneny-dchamberzciw/'],[],0,0,0,[],[],https://twitter.com/OnTheSceneNY/status/1079157843838812161,FALSE,,0,,,,,,,,[],,,,
1079157511746473984,1079157511746473984,2018-12-29 18:29:35 EST,2018-12-29,18:29:35,-500,191156453,urloverb0y,modernity had failed us,,Can @bloxxband be at @sxsw so the Americans can see how good they are,en,"[{'screen_name': 'bloxxband', 'name': 'bloxx', 'id': '727846804897828864'}, {'screen_name': 'sxsw', 'name': 'sxsw', 'id': '784304'}]",[],[],0,0,1,[],[],https://twitter.com/urloverb0y/status/1079157511746473984,FALSE,,0,,,,,,,,[],,,,
1079156438583427073,1079153628550778883,2018-12-29 18:25:19 EST,2018-12-29,18:25:19,-500,10109182,markjosephson,Mark Josephson,,@HaikomusicNY @MIAFestival @GovBallNYC @coachella @EDC_LasVegas @lollapalooza @sxsw @Bitly company offsite? Or are you spinning??,en,[],[],[],1,0,1,[],[],https://twitter.com/markjosephson/status/1079156438583427073,FALSE,,0,,,,,,,,"[{'screen_name': 'MIAFestival', 'name': 'Made In America Festival', 'id': '562254582'}, {'screen_name': 'GovBallNYC', 'name': 'The Governors Ball', 'id': '241426680'}, {'screen_name': 'coachella', 'name': 'Coachella', 'id': '688583'}, {'screen_name': 'EDC_LasVegas', 'name': 'EDC Las Vegas', 'id': '300982287'}, {'screen_name': 'lollapalooza', 'name': 'Lollapalooza', 'id': '15429316'}, {'screen_name': 'sxsw', 'name': 'SXSW', 'id': '784304'}]",,,,
1079153628550778883,1079153628550778883,2018-12-29 18:14:09 EST,2018-12-29,18:14:09,-500,216894768,haiko_vxl,𝐇𝐚𝐢𝐤𝐨 🌎,,"Damn... this Bad Bunny album is so fire. If he’s not playing all major US festivals in 2019, execs have played themselves. Looking at you @MIAFestival @GovBallNYC @coachella @EDC_LasVegas @lollapalooza @sxsw",en,"[{'screen_name': 'miafestival', 'name': 'made in america festival', 'id': '562254582'}, {'screen_name': 'govballnyc', 'name': 'the governors ball', 'id': '241426680'}, {'screen_name': 'coachella', 'name': 'coachella', 'id': '688583'}, {'screen_name': 'edc_lasvegas', 'name': 'edc las vegas', 'id': '300982287'}, {'screen_name': 'lollapalooza', 'name': 'lollapalooza', 'id': '15429316'}, {'screen_name': 'sxsw', 'name': 'sxsw', 'id': '784304'}]",[],[],1,1,1,[],[],https://twitter.com/Haiko_vxl/status/1079153628550778883,FALSE,,0,,,,,,,,[],,,,
1079151516022321152,1079151516022321152,2018-12-29 18:05:45 EST,2018-12-29,18:05:45,-500,745562543117131776,story_sxsw,STORY bot,,あのSXSWでやったSTORYだよ？！,ja,[],[],[],0,0,0,[],[],https://twitter.com/STORY_SXSW/status/1079151516022321152,FALSE,,0,,,,,,,,[],,,,
1079149727692849154,1079140779803766786,2018-12-29 17:58:39 EST,2018-12-29,17:58:39,-500,340836750,kalenskyj,Jakub Kalenský,,@chrizap @sxsw Have they?! Gosh...,en,[],[],[],0,0,0,[],[],https://twitter.com/kalenskyj/status/1079149727692849154,FALSE,,0,,,,,,,,"[{'screen_name': 'chrizap', 'name': 'chris zappone', 'id': '38539421'}, {'screen_name': 'sxsw', 'name': 'SXSW', 'id': '784304'}]",,,,
